N,P,K,temperature,humidity,ph,rainfall,label
51,56,70,29.68,88.2,6.62,87.91,papaya
2,68,10,25.66,49.73,5.7,60.52,mothbeans
77,45,50,25.58,98.05,6.58,161.23,jute
16,16,0,29.84,91.57,6.5,111.81,coconut
38,72,24,16.4,60.14,5.76,75.65,kidneybeans
48,68,56,23.12,70.84,6.47,69.68,papaya
0,22,186,20.67,92.94,7.3,91.19,orange
78,74,63,23.31,55.3,6.86,110.34,wheat
94,3,62,28.43,78.39,5.8,91.95,muskmelon
24,10,2,20.72,83.95,6.28,133.1,coconut
29,144,181,25.22,84.65,5.47,94.96,grapes
85,39,15,24.75,76.77,6.09,168.1,coffee
12,66,16,27.44,27.3,6.49,47.35,mothbeans
0,0,199,23.3,86.66,6.46,72.43,orange
75,39,48,19.3,55.23,6.8,122.15,wheat
101,77,68,31.23,86.28,5.84,154.63,banana
7,82,19,21.34,57.98,6.36,68.99,mothbeans
21,14,0,28.02,86.19,5.74,161.33,coconut
105,56,36,28.47,50.15,7.17,102.48,wheat
62,42,38,19.96,58.45,6.26,126.86,maize
21,59,18,23.51,65.91,6.35,22.78,mungbean
28,102,44,14.99,64.24,4.91,62.99,kidneybeans
99,41,32,23.41,50.58,7.12,100.07,wheat
65,61,43,24.81,77.23,6.75,118.46,maize
17,105,8,25.24,60.48,7.12,48.24,blackgram
107,31,46,25.03,76.37,6.68,29.01,watermelon
15,0,204,22.85,93.47,6.48,101.86,orange
3,134,173,23.01,93.62,7.34,105.15,apple
0,25,169,22.79,66.05,6.08,87.73,orange
108,35,19,25.15,68.77,6.21,151.26,coffee
110,75,40,20.78,81.23,5.96,133.4,banana
11,165,222,26.48,87.35,7.71,119.21,apple
0,5,209,29.48,93.34,7.08,93.87,orange
29,76,8,32.87,80.93,7.2,99.76,blackgram
105,33,61,24.95,76.31,5.65,74.4,muskmelon
11,76,20,25.19,42.34,6.21,38.53,mothbeans
92,44,47,21.61,78.27,6.62,157.17,rice
8,84,23,25.91,43.42,5.89,35.76,mothbeans
0,123,229,23.83,100.0,6.91,91.45,apple
45,29,30,30.65,57.37,6.2,44.36,mango
68,39,21,25.21,75.45,6.98,138.82,jute
104,13,63,27.38,78.7,6.11,99.09,muskmelon
62,47,53,31.44,91.33,6.89,71.27,papaya
96,65,66,33.3,79.67,7.08,107.28,banana
109,31,23,25.32,75.13,6.48,156.84,coffee
12,131,210,22.55,94.88,6.38,101.45,apple
27,33,9,23.01,74.67,5.91,164.88,coconut
22,62,37,25.91,62.93,5.8,49.14,mothbeans
24,45,8,32.27,47.56,6.87,33.73,mothbeans
43,10,16,31.49,60.08,6.2,39.65,mango
36,64,72,22.23,48.55,6.68,108.03,chickpea
23,61,17,26.3,41.68,7.47,4.47,mothbeans
109,44,51,26.35,82.93,6.56,34.29,watermelon
87,28,81,28.5,69.07,6.32,58.06,watermelon
25,62,17,25.18,63.95,6.35,71.32,mungbean
37,9,34,29.85,60.0,5.89,82.32,mango
13,0,205,26.32,89.38,7.69,82.93,orange
12,66,9,26.09,56.99,5.85,56.04,lentil
29,125,195,18.89,78.02,6.26,62.1,grapes
114,26,78,23.95,91.58,5.84,58.93,watermelon
87,15,57,33.16,89.84,6.74,68.27,watermelon
93,9,54,23.48,77.05,7.08,102.52,watermelon
128,60,55,21.49,78.55,6.97,50.42,cotton
119,27,42,28.1,77.85,5.91,36.14,muskmelon
20,153,164,23.53,95.74,7.07,108.38,apple
27,143,207,22.69,68.73,6.64,37.7,grapes
82,14,39,26.63,81.12,6.17,172.69,coffee
98,39,31,20.85,94.0,5.72,121.62,coffee
26,142,215,27.59,91.0,7.05,101.21,apple
17,56,43,21.72,90.31,7.03,96.12,pomegranate
30,83,28,28.82,47.01,6.5,21.67,mungbean
103,0,45,30.29,81.88,5.77,23.96,muskmelon
81,45,48,25.69,79.96,7.64,123.51,papaya
7,13,184,28.78,89.9,6.64,85.57,orange
121,92,15,23.99,87.56,6.08,79.41,banana
26,97,0,26.35,77.71,6.49,103.8,pomegranate
23,61,27,18.48,58.71,5.72,157.91,pigeonpeas
26,99,204,17.03,95.17,7.24,86.84,apple
20,13,199,27.89,93.24,6.08,82.98,orange
28,28,7,27.78,95.54,6.79,151.44,coconut
82,47,58,15.05,90.73,7.12,153.17,rice
0,75,20,18.96,87.48,6.74,124.74,pomegranate
43,58,11,20.76,62.31,6.27,160.7,pigeonpeas
43,96,16,28.33,61.67,7.0,98.32,blackgram
127,27,20,30.65,93.72,6.32,72.93,watermelon
24,43,86,25.1,94.18,6.21,112.73,papaya
33,71,22,21.5,71.26,6.62,132.62,pomegranate
78,34,47,22.05,60.77,6.79,135.96,maize
2,64,83,16.55,53.09,6.9,118.89,chickpea
36,71,18,25.39,65.58,7.37,31.42,blackgram
47,78,72,16.39,41.66,6.76,66.2,chickpea
106,27,1,33.62,82.13,6.56,122.55,coffee
27,69,41,19.56,86.12,6.53,130.33,pomegranate
87,14,68,26.18,70.04,6.47,53.04,watermelon
34,81,24,16.52,56.01,7.1,24.81,lentil
99,29,43,26.73,74.5,6.12,58.13,muskmelon
67,47,59,27.42,85.27,6.26,95.46,papaya
100,36,46,21.26,80.75,6.87,169.64,jute
13,74,11,30.59,66.21,7.15,40.44,blackgram
28,0,209,18.16,89.29,7.06,86.21,orange
32,71,30,23.27,65.24,4.89,162.57,pigeonpeas
3,82,37,26.11,52.78,5.98,29.91,mungbean
43,71,38,23.98,97.22,7.1,110.8,papaya
59,56,56,26.16,72.97,6.12,69.45,maize
86,15,24,18.44,81.4,6.62,182.08,jute
111,68,66,25.84,94.63,7.62,80.62,cotton
15,0,209,20.66,100.0,6.48,68.84,orange
34,51,80,22.71,42.74,7.76,87.77,chickpea
23,73,59,20.96,71.95,5.57,42.77,kidneybeans
18,131,198,19.86,87.12,7.52,87.18,apple
45,87,90,21.24,53.71,7.02,88.95,chickpea
87,37,67,25.34,90.38,5.41,85.11,muskmelon
77,81,39,28.81,67.06,6.17,89.25,banana
89,10,64,30.67,92.59,6.76,57.32,watermelon
106,67,52,23.03,88.95,5.93,79.37,cotton
87,83,64,29.78,80.27,5.82,128.69,banana
19,125,193,22.53,58.04,6.7,53.86,grapes
72,37,39,25.87,74.11,6.75,191.74,rice
123,76,53,21.88,77.74,5.93,116.4,cotton
92,103,48,26.74,62.27,5.9,125.91,banana
35,56,39,15.59,61.9,5.59,53.06,kidneybeans
55,60,90,16.72,57.12,7.09,88.83,chickpea
26,50,13,27.01,68.4,6.36,0.0,mungbean
15,55,31,33.07,68.36,7.11,30.06,mungbean
21,65,14,20.77,81.55,5.44,91.6,pomegranate
26,66,2,28.77,80.14,6.56,40.67,blackgram
46,56,64,15.43,58.9,6.69,113.34,chickpea
40,59,33,22.7,99.03,6.32,88.99,pomegranate
35,4,26,26.99,56.01,5.82,94.42,mango
45,56,51,20.68,79.64,5.6,82.81,kidneybeans
0,82,24,25.68,80.19,7.04,34.1,blackgram
33,61,19,23.82,66.61,5.97,43.71,lentil
29,28,28,24.22,86.54,7.23,144.82,coconut
98,46,39,27.98,69.45,6.73,159.13,maize
67,47,46,22.96,58.38,7.61,106.34,wheat
100,30,41,25.48,79.59,5.71,70.38,muskmelon
1,73,33,26.87,65.81,7.15,76.59,mungbean
123,36,59,28.22,85.18,6.38,40.21,muskmelon
82,95,49,27.26,77.77,6.39,124.58,banana
0,86,11,26.06,90.93,6.06,126.51,pomegranate
109,4,52,29.68,83.41,6.19,25.22,muskmelon
47,31,33,24.99,91.43,7.48,132.78,coconut
97,20,27,28.92,70.18,7.36,146.79,coffee
70,60,30,22.66,86.04,6.93,174.99,rice
30,82,20,25.69,40.81,6.16,19.57,mungbean
113,37,59,26.35,86.13,5.74,51.66,watermelon
6,144,215,20.26,90.86,6.43,85.46,grapes
76,63,36,22.12,82.92,5.95,188.39,jute
16,139,193,28.23,78.99,6.84,93.65,grapes
124,48,65,19.85,75.23,6.07,78.03,cotton
78,53,39,25.76,61.2,6.94,71.35,maize
108,41,63,19.04,73.9,7.22,91.1,cotton
24,52,8,21.09,50.88,6.19,62.35,mothbeans
0,19,49,29.58,57.42,6.69,79.9,mango
117,28,19,28.27,93.3,7.15,123.34,coffee
132,37,42,26.27,73.13,5.96,55.53,cotton
27,90,34,27.43,38.9,6.88,48.67,mothbeans
121,46,56,21.75,80.53,6.31,39.46,muskmelon
5,33,31,24.7,52.59,6.23,81.67,mango
61,67,63,29.7,93.55,5.96,62.44,papaya
26,70,55,18.0,52.2,5.61,159.48,pigeonpeas
85,49,18,19.18,53.85,6.2,110.0,wheat
46,63,54,32.84,94.58,6.27,55.12,papaya
16,50,20,23.48,56.51,6.72,26.23,lentil
109,54,47,20.13,71.44,6.03,112.14,cotton
9,53,0,23.91,80.5,5.79,139.73,pomegranate
42,98,42,15.29,52.61,5.93,92.6,kidneybeans
34,92,26,24.83,52.94,6.65,86.71,mungbean
60,56,44,23.75,84.77,6.16,210.81,rice
48,79,61,13.03,60.8,5.43,83.04,kidneybeans
90,59,49,33.63,86.44,7.1,127.06,banana
27,62,9,18.73,54.44,6.74,27.43,lentil
20,33,20,28.2,59.75,6.0,104.62,mango
72,26,49,31.4,79.62,5.9,78.06,muskmelon
45,80,20,32.05,42.9,5.83,0.0,mungbean
12,113,191,27.19,78.07,6.5,110.85,apple
73,51,45,26.73,54.24,6.94,110.2,wheat
106,51,36,27.26,78.73,7.43,174.9,jute
102,27,62,29.37,83.63,6.43,113.73,watermelon
35,90,83,21.49,55.33,7.21,95.97,chickpea
10,12,35,32.4,63.97,6.78,88.31,mango
11,84,48,23.82,57.97,5.61,70.79,kidneybeans
65,47,37,28.59,85.56,6.63,174.93,jute
15,136,197,22.37,100.0,6.44,80.93,apple
30,58,14,23.99,84.67,6.87,59.63,pomegranate
105,89,47,28.63,77.3,6.0,98.13,banana
3,34,29,30.11,58.21,5.61,101.41,mango
29,75,50,27.17,62.46,7.06,86.79,blackgram
